CountryID,Country_Name,WEBNAME,Region,World_Rank,Region_Rank,2018_Score,Property_Rights,Judical_Effectiveness,Government_Integrity,Tax_Burden,Gov't_Spending,Fiscal_Health,Business_Freedom,Labor_Freedom,Monetary_Freedom,Trade_Freedom,Investment_Freedom_,Financial_Freedom,Tariff_Rate_(%),Income_Tax_Rate_(%),Corporate_Tax_Rate_(%),Tax_Burden_%_of_GDP,Gov't_Expenditure_%_of_GDP_,Country,Population_(Millions),"GDP_(Billions,_PPP)",GDP_Growth_Rate_(%),5_Year_GDP_Growth_Rate_(%),GDP_per_Capita_(PPP),Unemployment_(%),Inflation_(%),FDI_Inflow_(Millions),Public_Debt_(%_of_GDP)
177,Uzbekistan,Uzbekistan,Asia-Pacific,152.0,37.0,51.5,48.7,35.3,24.2,91.0,65.5,99.7,66.9,52.0,61.9,62.5,0.0,10.0,8.73,22.0,7.5,18.9,33.891666666666666,Uzbekistan,31.343,205.689,8,8.02,6562.554,8.895,7.984,66.5023681533219,11.59
178,Vanuatu,Vanuatu,Asia-Pacific,36.0,10.0,69.5,67.9,47.1,75.4,97.0,78.5,98.0,55.2,59.5,75.7,75.0,65.0,40.0,5.01,0.0,0.0,17.4,26.754666666666665,Vanuatu,0.275,0.723,-0.8,1.8512,2631.413,5.359,2.188,32.3948948948949,31.274
179,Venezuela,Venezuela,Americas,179.0,32.0,25.2,5.2,13.8,7.5,72.5,57.3,18.4,35.4,24.2,0.0,58.7,0.0,10.0,10.67,34.0,34.0,20.9,37.74366666666667,Venezuela,31.029,426.971,-5.7,-4.2292000000000005,13760.558,6.899,254.949,1772,28.214
180,Vietnam,Vietnam,Asia-Pacific,141.0,35.0,53.1,46.4,36.3,30.4,79.7,74.0,27.3,63.2,60.4,75.4,78.7,25.0,40.0,3.14,35.0,22.0,17.9,29.432000000000002,Vietnam,92.637,595.524,6.7,5.9086,6428.569,2.178,2.668,12600,62.419
181,Yemen,Yemen,Middle East / North Africa,,,,17.878269117897162,16.626106465303213,21.2,,80.94224743666666,5.428023671999998,52.7,52.116887513161934,66.56719823312898,,50.0,,5.14,20.0,20.0,,25.204333333333334,Yemen,29.132,69.185,-28.1,-6.169600000000001,2374.858,17.057,5.0,-561,85.358
182,Zambia,Zambia,Sub-Saharan Africa,132.0,23.0,54.3,46.0,40.6,36.3,72.1,80.2,14.4,69.8,43.5,65.4,78.3,55.0,50.0,3.35,35.0,35.0,18.4,25.670666666666666,Zambia,16.717,64.867,3.6,4.648,3880.31,7.53,17.9,468.538,53.109
183,Zimbabwe,Zimbabwe,Sub-Saharan Africa,174.0,44.0,44.0,27.6,33.0,18.9,61.1,72.0,59.1,37.1,38.8,76.9,69.1,25.0,10.0,5.43,51.5,25.0,24.8,30.561999999999998,Zimbabwe,14.501,28.571,1.5,4.107,1970.258,5.09,-1.566,319.413,75.318
184,Somalia,Somalia,Sub-Saharan Africa,,,,33.1,25.4,17.8,,,,,,,,,,,,,,,Somalia,10.8,$5.9 (2015 nominal),3.7,,,6.62,,339,
185,Kosovo,Kosovo,Europe,56.0,27.0,66.6,52.3,59.0,45.4,93.2,77.9,92.8,72.6,58.3,81.2,70.8,65.0,30.0,7.1,10.0,10.0,21.8,27.124666666666666,Kosovo,1.9,18.442,3.3,3.0334,"$9,600 (estimated)",,0.273,249.0 (2014 net),20.577
186,Brunei Darussalam,Brunei ,Asia-Pacific,70.0,16.0,64.2,56.6,57.1,45.4,85.6,57.7,20.0,79.9,88.9,75.1,89.1,65.0,50.0,0.46,0.0,18.5,33.1,37.532333333333334,Brunei Darussalam,0.423,32.536,-0.2,-1.4588,76884.045,1.995,-0.725,-149.6413045354182,3.063
